date_bangkok,verified_mrr_usd,customers,site_visitors,download_clicks,release_downloads,activated_users,qualified_prospects,outreach_sent,replies,validation_calls,design_partners,refunds,spend_usd,notes
2026-07-16,0,0,,,,,0,0,0,0,0,0,0,"Baseline; live analytics and release data not yet verified"
